date,BANDHAN ,Edelweiss ,Taurus ,HDFC ,DSP ,Union ,BANK OF INDIA ,Aditya Birla Sun Life ,SBI LONG TERM EQUITY FUND ,LIC MF ,Invesco India ,JM ,Axis ,ICICI Prudential ,UTI ,quant ,Tata ,Motilal Oswal ,PGIM India ,Navi ,Mirae Asset ,Mahindra Manulife ,Groww ,Parag Parikh ,ITI ,Sundaram ,BARODA BNP PARIBAS ,Samco ,HSBC ,HSBC ,Zerodha 
2019-03-26,59.48,48.77,81.76,544.974,49.8,24.88,53.62,33.01,146.814,69.2023,55.33,18.0129,46.3096,397.8,90.7733,93.2632,18.9669,17.9151,14.82,15.0284,18.187,12.0188,9.63,,,,,,,,
2019-03-27,59.76,48.92,81.91,542.899,49.843,24.85,53.75,33.06,147.4503,69.2715,55.5,18.0251,46.2936,396.97,91.1397,93.5311,18.968,17.8878,14.81,15.0374,18.139,12.0393,9.62,,,,,,,,
2019-03-28,60.35,49.38,82.68,547.828,50.276,25.1,54.1,33.36,148.8175,69.623,56.07,18.2207,46.6551,399.82,92.0042,94.5356,19.1728,18.0333,14.94,15.1913,18.286,12.1189,9.71,,,,,,,,
2019-03-29,60.8,49.67,83.25,549.835,50.584,25.22,54.42,33.63,150.1736,70.1317,56.49,18.3097,46.981,401.98,92.3834,95.8128,19.251,18.1551,15.04,15.3053,18.393,12.2258,9.73,,,,,,,,
2019-03-31,,49.67,,,,,,,,,,18.3081,,,,,,,,,,12.2255,,,,,,,,,
2019-04-01,61.19,49.79,83.63,553.88,50.68,25.31,54.74,,151.1527,70.2869,56.52,18.2905,47.1959,405.24,92.7405,95.9975,19.2831,18.1319,15.09,15.3419,18.478,12.2603,9.77,,,,,,,,
2019-04-02,60.95,49.79,83.74,555.488,50.614,25.4,54.87,33.71,151.5894,70.4176,56.35,18.3943,47.3153,406.91,92.8726,95.6033,19.3068,18.1589,15.12,15.3387,18.482,12.2513,9.78,,,,,,,,
2019-04-03,60.43,49.43,83.15,549.184,50.273,25.26,54.67,33.58,149.8231,70.1977,55.96,18.3143,47.3076,404.32,92.203,94.904,19.1893,18.027,14.99,15.2594,18.372,12.2427,9.74,,,,,,,,
2019-04-04,60.18,49.25,82.59,547.174,50.141,25.15,54.57,33.53,149.1935,69.9602,55.79,18.2836,47.1582,403.86,92.0188,94.2719,19.0906,17.9621,14.94,15.2011,18.312,12.2075,9.69,,,,,,,,
2019-04-05,60.49,49.48,83.13,548.868,50.423,25.26,54.89,33.6,149.9123,70.4038,56.06,18.433,47.4887,405.7,92.5473,94.7434,19.1539,18.1134,15.0,15.3116,18.394,12.2624,9.73,,,,,,,,
2019-04-08,60.14,49.2,82.59,545.45,50.197,25.13,54.58,33.49,149.559,70.1382,55.65,18.3018,47.3717,404.27,91.9704,94.8266,19.0792,18.0141,14.93,15.3035,18.314,12.2036,9.7,,,,,,,,
2019-04-09,60.15,49.37,82.89,548.443,50.393,25.21,54.59,33.59,150.243,70.3487,55.93,18.2945,47.4487,405.99,92.3048,95.1206,19.1328,18.0799,14.97,15.3278,18.424,12.2389,9.74,,,,,,,,
2019-04-10,60.03,49.2,82.37,545.401,50.207,25.05,54.41,33.6,149.5933,70.1079,55.64,18.2106,47.2548,403.59,91.9091,94.6968,19.0323,17.9616,14.88,15.2561,18.323,12.2155,9.69,,,,,,,,
2019-04-11,59.9,49.15,82.45,545.965,50.163,25.07,54.46,33.59,150.0871,70.0696,55.7,18.2538,47.175,404.36,92.0978,95.1935,19.002,18.0391,14.89,15.2608,18.354,12.2596,9.71,,,,,,,,
2019-04-12,60.19,49.29,82.79,549.488,50.321,25.16,54.73,33.75,150.8164,70.2235,55.83,18.298,47.2601,407.0,92.7846,96.0526,19.0799,18.0919,14.97,15.3652,18.453,12.2919,9.75,,,,,,,,
2019-04-15,60.46,49.34,83.21,550.559,50.494,25.28,55.0,33.9,151.3778,70.457,55.96,18.3851,47.687,407.59,92.9494,96.0319,19.1041,18.0999,15.04,15.4053,18.556,12.3329,9.78,,,,,,,,
2019-04-16,60.9,49.75,83.8,552.99,50.989,25.49,55.29,34.04,152.2005,70.8728,56.42,18.5033,47.9452,410.03,93.4224,96.3993,19.2443,18.2536,15.14,15.5036,18.687,12.3872,9.84,,,,,,,,
2019-04-18,60.56,49.59,83.41,550.339,50.735,25.42,55.09,33.88,151.3592,70.5115,56.13,18.3761,47.5729,406.97,92.8088,95.9031,19.1506,18.1467,15.1,15.4045,18.589,12.3327,9.8,,,,,,,,
2019-04-22,59.93,48.91,82.37,543.719,50.076,25.13,54.25,33.45,149.3965,69.6982,55.26,18.1417,47.0681,403.41,91.5615,94.0354,18.9252,17.861,14.91,15.2309,18.35,12.1966,9.7,,,,,,,,
2019-04-23,59.91,48.85,82.2,541.686,49.982,25.1,54.17,33.43,149.4765,69.7621,55.21,18.0745,47.0397,402.59,91.2265,94.502,18.9246,17.8115,14.91,15.226,18.33,12.1883,9.66,,,,,,,,
2019-04-24,60.37,49.25,82.82,546.442,50.41,25.39,54.52,33.68,150.3291,70.3732,55.71,18.2348,47.7032,405.6,91.7024,95.3089,19.1311,17.9705,15.02,15.3273,18.509,12.2739,9.75,,,,,,,,
2019-04-25,60.13,49.0,82.36,541.887,50.233,25.2,54.38,33.58,149.4394,69.9431,55.44,18.1713,47.4253,403.38,91.0482,94.6277,19.0302,17.8863,14.95,15.2303,18.38,12.2285,9.69,,,,,,,,
2019-04-26,60.55,49.41,83.0,549.187,50.755,25.39,54.55,33.66,150.1721,70.1734,55.81,18.2556,47.587,406.42,91.6596,95.3995,19.1844,17.9637,15.08,15.321,18.52,12.273,9.75,,,,,,,,
2019-04-30,60.46,49.41,82.97,549.56,50.725,25.41,54.45,33.44,149.5334,70.0816,55.89,18.2086,47.7229,405.33,91.4922,94.5809,19.2265,17.9631,15.09,15.3017,18.557,12.246,9.74,,,,,,,,
2019-05-02,60.13,49.16,82.76,546.416,50.371,25.33,54.38,33.43,149.199,69.7884,55.54,18.1743,47.768,404.22,90.8647,94.417,19.1145,17.887,15.04,15.2142,18.454,12.221,9.73,,,,,,,,
2019-05-03,60.14,49.2,82.76,547.68,50.518,25.29,54.23,33.37,149.1958,69.6119,55.32,18.138,47.5539,405.78,90.886,94.6212,19.111,17.8236,15.04,15.2357,18.445,12.1993,9.74,,,,,,,,
2019-05-06,59.52,48.7,81.85,543.831,50.02,25.09,53.76,33.07,148.1164,69.0678,54.78,17.9212,47.1499,403.73,90.3313,93.6074,18.8975,17.6434,14.93,15.1142,18.287,12.0866,9.66,,,,,,,,
2019-05-07,59.04,48.37,81.05,537.692,49.702,24.86,53.41,32.83,146.5703,68.6796,54.36,17.8485,46.9154,401.64,89.4445,92.6242,18.7507,17.5579,14.81,14.9913,18.11,12.0441,9.59,,,,,,,,
2019-05-08,58.44,47.85,80.08,530.98,49.19,24.57,52.94,32.48,144.4844,67.9439,53.63,17.6457,46.3892,398.04,88.4502,91.5908,18.5469,17.4302,14.66,14.8477,17.881,11.8936,9.48,,,,,,,,
2019-05-09,58.11,47.73,79.66,527.108,48.918,24.5,52.8,32.17,143.8802,67.9778,53.56,17.6043,46.2216,396.09,88.2571,90.964,18.4857,17.414,14.58,14.8088,17.83,11.8429,9.43,,,,,,,,
2019-05-10,58.31,47.88,79.69,526.284,48.858,24.45,52.88,32.21,143.8556,67.8323,53.54,17.5758,46.2551,395.78,88.2008,91.0393,18.5561,17.462,14.58,14.7701,17.809,11.8228,9.41,,,,,,,,
2019-05-13,57.4,47.23,78.5,517.634,47.992,24.17,52.1,31.8,141.5789,67.2325,52.82,17.3878,45.8407,388.85,86.7191,89.1703,18.3568,17.2347,14.41,14.589,17.53,11.6991,9.31,,,,,,,,
2019-05-14,57.73,47.49,78.95,524.009,48.288,24.25,52.25,31.8,142.658,67.1422,53.15,17.4304,45.5871,392.98,87.4438,89.984,18.4071,17.2741,14.49,14.6282,17.621,11.726,9.34,,,,,,,,
2019-05-15,57.5,47.4,78.33,520.147,48.008,24.18,52.29,31.66,141.5725,67.1024,52.73,17.419,45.9877,390.76,86.7964,89.4401,18.3874,17.258,14.43,14.5537,17.475,11.7168,9.31,,,,,,,,
2019-05-16,57.79,47.71,78.95,525.371,48.374,24.38,52.65,31.77,142.1379,67.7748,53.13,17.5299,46.225,393.24,87.3738,89.8644,18.568,17.3619,14.52,14.6218,17.658,11.7966,9.38,,,,,,,,
2019-05-17,58.12,48.28,79.78,528.594,48.814,24.69,53.41,32.13,143.0428,68.7435,53.84,17.8755,46.7549,396.37,88.1658,90.2712,18.7912,17.6451,14.65,14.7964,17.89,11.9692,9.52,,,,,,,,
2019-05-20,60.2,50.01,82.65,548.294,50.526,25.43,55.06,32.98,148.7534,70.613,55.78,18.5246,48.4883,407.89,91.3824,93.887,19.5017,18.2183,15.15,15.267,18.496,12.3477,9.88,,,,,,,,
2019-05-21,59.62,49.75,81.99,541.459,50.023,25.24,54.81,32.81,146.6315,70.2056,55.3,18.3448,47.8968,403.79,90.1847,93.1338,19.3438,18.0676,15.03,15.1282,18.297,12.2298,9.78,,,,,,,,
2019-05-22,59.83,49.84,82.04,544.05,50.402,25.34,54.95,32.92,147.2923,70.403,55.59,18.3741,48.1288,405.62,90.5111,93.8379,19.418,18.0714,15.09,15.1558,18.372,12.2487,9.81,,,,,,,,
2019-05-23,59.85,49.63,81.75,541.539,50.441,25.17,54.8,32.78,147.3238,69.9065,55.38,18.2966,47.927,403.3,90.1553,93.8979,19.346,17.9771,15.06,15.0726,18.314,12.1834,9.77,,,,,,,,
2019-05-24,61.22,50.56,83.23,553.256,51.438,25.52,55.92,33.26,150.9055,71.1355,56.33,18.6358,48.4689,410.53,91.9947,96.6667,19.6938,18.1993,15.35,15.3608,18.749,12.3847,9.94,,,,,,,,
2019-05-27,62.28,51.09,84.17,561.021,52.004,25.72,56.37,33.68,153.1243,71.5019,56.79,18.8626,48.7481,415.01,93.1642,99.1127,19.8666,18.2768,15.47,15.6262,18.922,12.5349,10.03,,,,,,,,
2019-05-28,62.46,51.05,84.17,562.246,51.998,25.76,56.49,33.7,153.0283,71.5699,56.81,18.8515,48.8592,415.28,93.2837,98.7447,19.89,18.2653,15.5,15.6363,18.964,12.5213,10.04,,,,,,,,
2019-05-29,61.89,50.74,83.58,556.157,51.687,25.62,56.26,33.47,151.3788,71.3639,56.44,18.7594,48.9649,411.7,92.7634,97.48,19.753,18.1781,15.4,15.5965,18.808,12.4305,9.96,,,,,,,,
2019-05-30,62.01,51.1,84.01,560.391,51.848,25.81,56.62,33.59,151.9195,71.8688,56.89,18.8329,49.5043,414.07,93.5785,97.9303,19.8867,18.2682,15.51,15.6672,18.915,12.4967,10.01,,,,,,,,
2019-05-31,61.79,50.98,83.85,557.503,51.774,25.81,56.73,33.62,151.7539,71.9185,56.98,18.9259,49.6009,412.82,93.1854,97.7586,19.8392,18.3426,15.5,15.6455,18.921,12.4815,10.0,,,,,,,,
2019-06-03,62.2,51.44,84.8,560.949,52.246,26.07,57.17,33.89,152.9346,72.7907,57.6,19.087,50.216,415.83,94.0325,98.479,20.0433,18.5556,15.62,15.7156,19.183,12.5879,10.12,,,,,,,,
2019-06-04,62.02,51.26,84.5,559.595,52.064,25.95,56.97,33.73,152.1824,72.4772,57.35,19.0234,50.041,415.23,93.7599,97.8646,19.9556,18.5186,15.54,15.6861,19.114,12.5224,10.09,,,,,,,,
2019-06-05,,,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,61.11,50.38,83.22,548.239,51.156,25.63,56.14,33.22,149.6569,71.6611,56.49,18.6733,49.4851,409.65,92.1428,96.1908,19.6699,18.289,15.34,15.4819,18.839,12.3275,9.94,,,,,,,,
2019-06-07,61.12,50.61,83.34,548.642,51.248,25.66,56.07,33.17,150.0953,71.8417,56.66,18.7787,49.443,409.72,92.2566,96.2772,19.7736,18.3419,15.37,15.5159,18.892,12.3428,9.96,,,,,,,,
2019-06-10,61.19,50.66,83.57,549.57,51.431,25.75,56.13,33.23,150.1708,72.1653,56.83,18.8783,49.5439,410.51,92.7074,96.5199,19.8708,18.3999,15.43,15.5376,18.935,12.3765,10.0,,,,,,,,
2019-06-11,61.48,50.75,83.81,552.49,51.67,25.84,56.32,33.37,150.8427,72.4412,56.98,18.9695,49.653,411.8,93.0538,96.669,19.9207,18.4295,15.49,15.578,19.013,12.4107,10.02,,,,,,,,
2019-06-12,61.19,50.56,83.32,550.358,51.489,25.73,56.07,33.22,149.7248,72.1295,56.79,18.8146,49.234,410.38,92.5081,96.0172,19.8322,18.3456,15.4,15.4802,18.98,12.3386,9.96,,,,,,,,
2019-06-13,61.12,50.6,83.39,551.407,51.472,25.8,56.16,33.16,149.5323,72.1452,56.76,18.8009,49.2907,410.35,92.2965,96.0236,19.8828,18.4372,15.43,15.4891,18.99,12.3458,9.98,,,,,,,,
2019-06-14,60.75,50.3,82.77,548.336,51.012,25.62,55.82,32.91,148.3785,71.7518,56.31,18.6325,48.8909,407.81,91.4086,95.2731,19.7496,18.3161,15.32,15.3601,18.788,12.2468,9.92,,,,,,,,
2019-06-17,59.97,49.72,81.66,540.821,50.375,25.33,55.01,32.48,146.1239,71.0923,55.68,18.4138,48.5141,401.69,90.1354,94.1318,19.5228,18.1103,15.14,15.2129,18.563,12.1186,9.79,,,,,,,,
2019-06-18,60.09,49.88,81.9,544.271,50.497,25.38,55.28,32.34,146.3694,71.0959,55.77,18.4402,48.4502,402.07,90.3995,94.329,19.5673,18.1093,15.19,15.2362,18.582,12.1399,9.8,,,,,,,,
2019-06-19,59.81,49.73,81.62,543.757,50.445,25.34,55.21,32.31,145.7344,70.9688,55.65,18.5059,48.4036,402.12,89.9818,93.8064,19.568,18.1437,15.17,15.2313,18.544,12.1265,9.81,,,,,,,,
2019-06-20,60.6,50.32,82.59,550.753,51.118,25.6,55.7,32.73,147.7813,71.7253,56.46,18.7622,48.8821,407.27,91.2423,95.0525,19.8255,18.3384,15.33,15.3615,18.839,12.2698,9.94,,,,,,,,
2019-06-21,60.44,49.93,82.14,548.501,50.928,25.44,55.35,32.52,147.0686,71.2524,56.11,18.6472,48.5317,405.97,90.7938,94.8515,19.7105,18.2636,15.26,15.2996,18.747,12.1734,9.87,,,,,,,,
2019-06-24,60.26,49.94,82.0,547.496,50.762,25.38,55.16,32.37,146.9378,71.1327,55.97,18.6527,48.5922,405.76,90.2321,94.7559,19.7324,18.2104,15.27,15.2848,18.73,12.15,9.86,,,,,,,,
2019-06-25,60.64,50.19,82.67,552.62,50.98,25.53,55.4,32.54,148.0357,71.666,56.43,18.7923,48.996,408.64,91.2656,95.0508,19.8809,18.2697,15.37,15.3342,18.897,12.2326,9.93,,,,,,,,
2019-06-26,61.08,50.4,83.07,556.636,51.337,25.67,55.61,32.58,149.3779,72.1567,56.62,18.8728,49.2897,412.35,91.8603,95.9471,19.9538,18.3335,15.44,15.3857,18.992,12.2998,10.01,,,,,,,,
2019-06-27,61.17,50.54,83.35,556.123,51.495,25.68,55.86,32.67,149.2548,72.2727,56.82,18.9439,49.366,413.05,92.078,96.1418,20.0197,18.4064,15.45,15.4386,19.015,12.3047,10.01,,,,,,,,
2019-06-28,61.12,50.49,83.14,554.787,51.323,25.65,55.93,32.88,148.8047,72.1565,56.77,18.9204,49.3756,413.47,91.952,96.7353,19.9564,18.4057,15.4,15.4769,18.931,12.2961,9.98,,,,,,,,
2019-07-01,61.37,50.74,83.68,556.263,51.593,25.74,56.18,32.95,149.7659,72.4518,56.97,19.0343,49.7716,414.1,92.3384,97.0408,20.0431,18.4969,15.46,15.5325,19.052,12.3519,10.04,,,,,,,,
2019-07-02,61.52,50.82,83.67,557.196,51.621,25.82,56.22,32.94,150.2125,72.7284,57.15,18.9591,50.1515,415.67,92.3295,97.2941,20.0755,18.5407,15.49,15.521,19.074,12.4068,10.08,,,,,,,,
2019-07-03,61.42,50.89,83.76,556.529,51.74,25.83,56.22,33.01,150.3347,72.8227,57.13,18.9509,50.1794,415.38,92.3879,97.8501,20.089,18.5088,15.51,15.5546,19.128,12.4102,10.08,,,,,,,,
2019-07-04,61.51,50.93,83.91,556.83,51.863,25.86,56.21,32.98,150.7933,72.8837,57.09,18.9639,50.258,415.22,92.3981,98.5267,20.0919,18.4914,15.54,15.6108,19.14,12.4559,10.1,,,,,,,,
2019-07-05,60.8,50.41,82.92,549.351,51.423,25.59,55.59,32.67,149.2274,71.9545,56.43,18.7431,49.5638,409.66,91.345,97.4401,19.9513,18.295,15.4,15.4957,18.918,12.3385,9.97,,,,,,,,
2019-07-08,59.55,49.24,80.99,535.392,50.35,25.08,54.3,32.03,146.0313,70.223,55.38,18.2061,48.5793,400.76,89.3954,94.906,19.5308,17.849,15.07,15.1501,18.514,12.0306,9.76,,,,,,,,
2019-07-09,59.67,49.23,81.34,537.446,50.517,25.08,54.55,31.97,146.6332,70.4286,55.29,18.1754,48.498,402.34,89.6497,95.8771,19.5289,17.7964,15.13,15.1286,18.551,12.1023,9.76,,,,,,,,
2019-07-10,59.31,48.97,80.75,533.866,50.284,24.97,54.14,31.79,145.52,69.8443,55.02,18.0473,48.1232,399.5,89.0228,95.15,19.4018,17.6818,15.04,15.0485,18.461,11.984,9.71,,,,,,,,
2019-07-11,59.52,49.17,81.2,537.355,50.543,25.11,54.46,31.93,146.3531,70.1889,55.27,18.1913,48.6231,402.73,89.5913,96.2093,19.4288,17.809,15.1,15.1255,18.61,12.0522,9.77,,,,,,,,
2019-07-12,59.54,49.21,81.22,536.709,50.522,25.08,54.37,31.99,146.5492,70.2125,55.33,18.1692,48.3958,402.61,89.8406,96.6449,19.3649,17.8075,15.07,15.1113,18.6,12.0264,9.76,,,,,,,,
2019-07-15,59.28,49.2,81.26,536.594,50.389,25.07,54.39,31.89,146.5311,70.6538,55.2,18.2054,48.7139,402.27,89.9238,96.2646,19.4088,17.873,15.1,15.1226,18.65,11.9927,9.77,,,,,,,,
2019-07-16,59.5,49.41,81.68,541.588,50.656,25.21,54.72,32.03,147.1833,71.1206,55.41,18.3438,48.9022,404.97,90.5464,96.8419,19.5563,17.95,15.18,15.143,18.819,12.0644,9.83,,,,,,,,
2019-07-17,59.47,49.51,81.6,541.436,50.807,25.24,54.78,31.94,147.9388,71.3901,55.22,18.3676,48.9859,404.31,90.5658,97.3382,19.6134,17.976,15.2,15.1921,18.86,12.0681,9.84,,,,,,,,
2019-07-18,58.85,49.17,80.97,534.792,50.284,25.03,54.36,31.76,146.2999,70.8558,54.88,18.268,48.6995,399.24,89.6379,96.1267,19.4657,17.9348,15.08,15.0667,18.72,11.9907,9.74,,,,,,,,
2019-07-19,57.79,48.39,79.82,528.891,49.496,24.68,53.44,31.37,144.5723,69.5439,54.16,17.9758,47.9665,394.52,88.3142,94.5154,19.1799,17.607,14.89,14.7939,18.415,11.7905,9.59,,,,,,,,
2019-07-22,57.43,47.91,79.3,528.058,49.318,24.49,52.87,31.22,144.0043,68.9441,53.83,17.7837,47.4019,394.79,88.0898,94.1237,19.0134,17.4342,14.78,14.6268,18.38,11.7007,9.54,,,,,,,,
2019-07-23,57.32,47.85,79.29,527.844,49.383,24.5,52.89,31.13,143.9207,68.8118,53.68,17.7799,47.2682,395.93,88.124,93.8465,18.9759,17.4523,14.79,14.7295,18.337,11.6712,9.54,,,,,,,,
2019-07-24,56.71,47.54,78.74,522.955,49.102,24.39,52.37,30.91,142.7292,68.2998,53.35,17.712,46.9859,393.0,87.1313,92.4269,18.7995,17.2827,14.71,14.5638,18.196,11.5844,9.49,,,,,,,,
2019-07-25,56.67,47.54,78.68,521.602,49.209,24.4,52.39,31.02,142.8144,68.2515,53.35,17.7167,47.1099,393.88,87.3647,92.7444,18.7912,17.3145,14.7,14.5588,18.26,11.5679,9.47,,,,,,,,
2019-07-26,56.95,47.69,78.72,521.32,49.454,24.46,52.86,31.19,143.0526,68.6506,53.45,17.8948,47.5006,394.01,87.3842,93.0853,18.9211,17.469,14.74,14.6028,18.354,11.6465,9.52,10.0129,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,,,,14.74,,,,,,,,,,,,
2019-07-29,56.65,47.44,78.27,517.75,49.235,24.3,52.54,30.99,141.6519,68.5742,53.31,17.6968,47.2517,390.39,86.8546,91.2785,18.8523,17.3316,14.65,14.5226,18.202,11.5549,9.44,9.996,,,,,,,
2019-07-30,55.76,47.09,77.4,512.123,48.757,24.15,52.16,30.74,139.8129,68.2465,53.0,17.5755,46.9379,386.91,85.8508,89.5667,18.677,17.1948,14.54,14.3493,17.924,11.4451,,9.8873,,,,,,,
2019-07-31,55.83,47.18,77.63,513.409,48.882,24.17,52.15,30.72,140.4139,68.4692,53.17,17.6139,47.2759,388.11,86.2599,90.8013,18.6745,17.2875,14.54,14.426,18.029,11.5014,9.37,9.9519,,,,,,,
2019-08-01,55.01,46.65,76.81,505.206,48.35,23.92,51.81,30.39,138.2837,67.834,52.63,17.4854,46.8464,382.24,85.3096,88.9431,18.4421,17.1396,14.37,14.2575,17.86,11.3663,9.3,9.9112,,,,,,,
2019-08-02,54.76,46.7,76.83,501.587,48.337,23.96,51.95,30.49,138.3755,67.9932,52.81,17.6192,47.0393,381.55,85.2979,89.1279,18.4411,17.2503,14.35,14.2613,17.842,11.3758,9.32,9.9597,,,,,,,
2019-08-05,53.87,46.17,75.9,492.556,47.831,23.69,51.38,30.16,136.5914,67.4427,52.33,17.4045,46.6536,377.82,84.4183,87.7585,18.2513,17.0073,14.16,14.0835,17.628,11.2654,9.19,9.9061,,,,,,,
2019-08-06,54.58,46.73,76.67,495.852,48.475,23.92,52.11,30.4,138.0335,68.2189,52.88,17.702,47.3788,381.66,85.5187,89.1896,18.4227,17.2766,14.3,14.2156,17.849,11.3836,9.29,9.9866,,,,,,,
2019-08-07,54.1,46.58,76.34,490.58,48.165,23.84,52.11,30.28,136.8803,68.1474,52.63,17.5982,47.0773,378.39,84.975,87.8268,18.3053,17.2208,14.23,14.1999,17.736,11.3104,9.19,9.9756,,,,,,,
2019-08-08,54.67,47.1,77.26,497.129,48.801,24.2,52.82,30.53,138.3107,68.9557,53.24,17.816,47.4873,382.7,85.9658,88.7105,18.4983,17.3998,14.42,14.3491,17.946,11.4032,9.3,10.0622,,,,,,,
2019-08-09,55.22,47.55,77.9,498.117,49.206,24.37,53.43,30.83,139.1112,69.6668,53.64,18.0467,48.2849,383.36,86.4317,89.6241,18.645,17.5943,14.51,14.4636,18.014,11.5043,9.39,10.1431,,,,,,,
2019-08-13,54.48,46.66,76.41,492.105,48.375,24.0,52.58,30.56,136.0957,68.4266,52.95,17.6501,47.2855,374.26,84.365,87.4134,18.2969,17.1823,14.32,14.1807,17.69,11.3424,9.26,9.9811,,,,,,,
2019-08-14,55.09,47.06,77.05,497.85,48.813,24.19,52.95,30.79,137.6193,69.0149,53.32,17.7674,47.4579,378.33,85.3699,88.626,18.4655,17.2863,14.42,14.2418,17.885,11.4161,9.36,9.9837,,,,,,,
2019-08-16,55.01,47.15,77.27,498.971,49.016,24.18,52.86,30.77,138.2693,69.2049,53.29,17.8125,47.5876,379.32,85.7108,89.565,18.4724,17.4113,14.43,14.2628,17.944,11.4424,9.39,10.0136,,,,,,,
2019-08-19,55.21,47.3,77.42,499.508,49.175,24.24,52.99,30.8,138.3418,69.2801,53.37,17.8416,47.5458,380.59,85.91,89.2469,18.5227,17.423,14.46,14.2759,17.974,11.4389,9.41,10.0424,,,,,,,
2019-08-20,54.85,47.09,77.07,497.033,48.984,24.16,52.8,30.55,137.2759,69.2015,53.1,17.7759,47.4791,378.75,85.4958,88.2035,18.4457,17.4156,14.38,14.2536,17.929,11.3862,9.37,10.0663,,,,,,,
2019-08-21,54.1,46.65,76.43,490.475,48.558,24.0,52.55,30.34,135.4627,68.8673,52.66,17.6534,47.2066,373.74,84.8262,86.3703,18.303,17.304,14.27,14.163,17.735,11.2738,9.3,10.0533,,,,,,,
2019-08-22,53.18,46.03,75.19,481.13,47.971,23.69,51.99,29.83,133.538,67.8027,51.91,17.4394,46.5543,366.23,83.5073,84.9127,18.0321,17.069,14.07,13.9917,17.496,11.1305,9.15,10.0088,,,,,,,
2019-08-23,53.49,46.24,75.46,486.561,48.126,23.8,52.18,29.98,134.3519,68.1797,52.27,17.5614,46.5352,370.43,84.0605,85.0978,18.1239,17.1117,14.15,13.9742,17.611,11.1859,9.2,10.0068,,,,,,,
2019-08-26,54.48,47.32,77.07,494.339,48.995,24.26,53.19,30.42,136.988,69.4482,53.51,17.9433,47.5602,375.72,85.6807,87.396,18.5441,17.4988,14.45,14.2539,17.963,11.3846,9.37,10.1087,,,,,,,
2019-08-27,54.99,47.75,77.76,500.341,49.354,24.39,53.47,30.73,137.8611,69.8007,53.89,18.0359,47.7229,379.65,86.4435,89.0411,18.6608,17.6796,14.55,14.4269,18.085,11.4863,9.41,10.133,,,,,,,
2019-08-28,54.52,47.61,77.59,496.437,48.97,24.3,53.25,30.55,137.5004,69.5868,53.65,18.01,47.6385,374.97,86.0603,88.8396,18.6281,17.5842,14.48,14.3043,17.988,11.4168,9.34,10.0743,,,,,,,
2019-08-29,54.17,47.17,76.94,493.905,48.731,24.14,52.98,30.37,136.3246,69.1653,53.28,17.8858,47.3071,374.34,85.7556,87.8932,18.4543,17.4795,14.35,14.1751,17.87,11.3416,9.29,10.04,,,,,,,
2019-08-30,54.43,47.44,77.48,495.982,49.037,24.32,53.23,30.7,137.1791,69.7942,53.73,17.9463,47.6846,376.98,86.526,88.6594,18.5659,17.699,14.42,14.3008,18.023,11.4336,9.33,10.0822,,,,,,,
2019-09-03,53.51,46.54,76.02,486.394,48.122,23.88,52.66,30.34,134.4901,68.803,52.61,17.5901,46.866,369.06,84.9476,87.004,18.2112,17.3361,14.16,14.071,17.653,11.2349,9.16,10.0193,,,,,,,
2019-09-04,53.75,46.7,76.43,491.409,48.269,23.96,52.76,30.37,134.9775,68.9297,52.71,17.5988,46.9908,372.29,84.9883,87.343,18.2957,17.271,14.24,14.1546,17.723,11.2624,9.18,10.0306,,,,,,,
2019-09-05,53.97,46.69,76.27,495.927,48.434,24.0,52.81,30.32,135.4067,68.9544,52.65,17.6264,46.9716,375.95,85.3841,87.1411,18.2864,17.2766,14.23,14.1078,17.759,11.2865,9.2,10.0537,,,,,,,
2019-09-06,54.49,47.04,76.72,500.712,48.91,24.21,53.3,30.6,136.773,69.3887,52.93,17.808,47.1805,379.52,86.2594,88.1698,18.4205,17.4295,14.34,14.2391,17.885,11.3805,9.29,10.154,,,,,,,
2019-09-09,54.94,47.29,77.08,502.172,49.12,24.35,53.6,31.09,137.7324,69.8193,53.28,17.9433,47.6889,381.1,86.6656,88.9171,18.506,17.5447,14.4,14.3294,17.972,11.5218,9.35,10.2241,,,,,,,
2019-09-11,55.38,47.43,77.36,503.658,49.294,24.37,53.68,31.29,138.4043,69.9474,53.26,18.0281,47.7491,381.65,87.2579,89.3099,18.581,17.6323,14.43,14.4146,18.061,11.5448,9.37,10.2869,,,,,,,
2019-09-12,55.47,47.36,77.24,501.148,49.225,24.25,53.57,31.22,138.1474,69.829,53.18,17.9494,47.5026,380.1,86.9593,89.223,18.5744,17.6058,14.39,14.4132,18.088,11.5247,9.34,10.2829,,,,,,,
2019-09-13,55.97,47.67,77.88,508.005,49.69,24.47,53.91,31.42,139.0385,70.1799,53.52,18.0965,47.7489,383.02,87.6217,89.5794,18.7154,17.7431,14.5,14.5209,18.188,11.6091,9.41,10.3383,,,,,,,
2019-09-16,55.73,47.41,77.47,503.129,49.51,24.35,53.86,31.45,138.4862,70.0306,53.2,18.0112,47.6812,382.29,87.3434,88.6989,18.6258,17.6953,14.44,14.4933,18.104,11.595,9.37,10.3292,,,,,,,
